recordid,nriptr,stratum,cluster,xfact,fips,hydro,mhydro,mlra,bailey,split,impute,impute87,wifact,wcfact,urfact,ukfact,usleflag,s5id,s5name,surftxt,txtmod,loslope,hislope,flood,ophase,tfact
37991010458,999999,37991,1,21,37023,03050101,0305,130,M221D,1,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010459,999999,37991,1,19,37099,03060101,0306,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010460,999999,37991,1,20,37099,03060101,0306,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010461,999999,37991,1,103,37175,03060101,0306,130,M221D,1,5,2,0,0,320,0.00,0,,,,,0,0,NONE,,0
37991010463,249322,37991,1,1,37043,03060102,0306,130,M221D,,0,2,56,0,270,0.17,0,NC0023,EDNEYVILLE,FSL,GR,30,50,NONE,0,4
37991010464,999999,37991,1,3,37043,03060102,0306,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010465,999999,37991,1,4,37043,03060102,0306,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010466,999999,37991,1,4,37043,03060102,0306,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010467,999999,37991,1,4,37043,03060102,0306,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010468,999999,37991,1,4,37043,03060102,0306,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010469,999999,37991,1,4,37043,03060102,0306,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010470,999999,37991,1,4,37043,03060102,0306,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010471,999999,37991,1,4,37043,03060102,0306,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010472,999999,37991,1,10,37113,03060102,0306,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010473,999999,37991,1,11,37113,03060102,0306,130,M221D,,0,0,0,0,290,0.00,0,,,,,0,0,NONE,,0
37991010474,999999,37991,1,11,37113,03060102,0306,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010475,999999,37991,1,11,37113,03060102,0306,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010476,999999,37991,1,11,37113,03060102,0306,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010477,999999,37991,1,19,37099,03060102,0306,130,M221D,,0,2,0,0,290,0.00,0,,,,,0,0,NONE,,0
37991010478,999999,37991,1,20,37099,03060102,0306,130,M221D,,0,2,0,0,290,0.00,0,,,,,0,0,NONE,,0
37991010479,999999,37991,1,39,37005,05050001,0505,130,M221D,1,5,2,0,0,180,0.00,0,,,,,0,0,NONE,,0
37991010480,999999,37991,1,15,37189,06010103,0601,130,M221D,,0,2,0,0,200,0.00,0,,,,,0,0,NONE,,0
37991010481,999999,37991,1,16,37011,06010103,0601,130,M221D,,0,2,0,0,190,0.00,0,,,,,0,0,NONE,,0
37991010482,999999,37991,1,16,37189,06010103,0601,130,M221D,,0,2,0,0,200,0.00,0,,,,,0,0,NONE,,0
37991010483,999999,37991,1,16,37189,06010103,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010484,249080,37991,1,10,37115,06010105,0601,130,M221D,,2,0,56,0,170,0.17,0,NC0015,CLIFTON,L,NON,8,15,NONE,0,4
37991010485,999999,37991,1,18,37175,06010105,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010486,999999,37991,1,18,37175,06010105,0601,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010487,999999,37991,1,18,37175,06010105,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010488,999999,37991,1,18,37175,06010105,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010489,999999,37991,1,18,37175,06010105,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010490,999999,37991,1,18,37175,06010105,0601,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010491,999999,37991,1,18,37175,06010105,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010492,999999,37991,1,18,37175,06010105,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010493,999999,37991,1,18,37175,06010105,0601,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010494,999999,37991,1,18,37175,06010105,0601,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010495,999999,37991,1,18,37175,06010105,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010496,999999,37991,1,18,37175,06010105,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010497,999999,37991,1,19,37021,06010105,0601,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010498,999999,37991,1,19,37021,06010105,0601,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010499,999999,37991,1,19,37021,06010105,0601,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010500,999999,37991,1,19,37021,06010105,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010501,999999,37991,1,19,37175,06010105,0601,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010502,999999,37991,1,19,37175,06010105,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010503,999999,37991,1,19,37175,06010105,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010504,999999,37991,1,20,37021,06010105,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010505,999999,37991,1,22,37089,06010105,0601,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010506,999999,37991,1,22,37089,06010105,0601,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010507,999999,37991,1,22,37089,06010105,0601,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010508,999999,37991,1,22,37089,06010105,0601,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010509,999999,37991,1,13,37115,06010105,0601,130,M221D,1,0,2,0,0,170,0.00,0,,,,,0,0,NONE,,0
37991010510,999999,37991,1,13,37115,06010105,0601,130,M221D,1,0,2,0,0,170,0.00,0,,,,,0,0,NONE,,0
37991010511,999999,37991,1,13,37115,06010105,0601,130,M221D,1,0,2,0,0,170,0.00,0,,,,,0,0,NONE,,0
37991010512,999999,37991,1,13,37115,06010105,0601,130,M221D,1,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010513,999999,37991,1,13,37115,06010105,0601,130,M221D,1,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010514,999999,37991,1,13,37115,06010105,0601,130,M221D,1,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010515,999999,37991,1,13,37115,06010105,0601,130,M221D,1,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010516,999999,37991,1,13,37115,06010105,0601,130,M221D,1,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010517,999999,37991,1,13,37115,06010105,0601,130,M221D,1,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010518,999999,37991,1,13,37115,06010105,0601,130,M221D,1,0,0,0,0,170,0.00,0,,,,,0,0,NONE,,0
37991010519,999999,37991,1,13,37115,06010105,0601,130,M221D,1,0,2,0,0,170,0.00,0,,,,,0,0,NONE,,0
37991010520,999999,37991,1,13,37115,06010105,0601,130,M221D,1,0,2,0,0,170,0.00,0,,,,,0,0,NONE,,0
37991010521,999999,37991,1,13,37115,06010105,0601,130,M221D,1,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010522,999999,37991,1,13,37115,06010105,0601,130,M221D,1,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010523,999999,37991,1,13,37115,06010105,0601,130,M221D,1,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010524,999999,37991,1,13,37115,06010105,0601,130,M221D,1,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010525,999999,37991,1,13,37115,06010105,0601,130,M221D,1,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010526,999999,37991,1,14,37115,06010105,0601,130,M221D,1,0,0,0,0,170,0.00,0,,,,,0,0,NONE,,0
37991010527,999999,37991,1,14,37115,06010105,0601,130,M221D,1,0,2,0,0,170,0.00,0,,,,,0,0,NONE,,0
37991010528,999999,37991,1,14,37115,06010105,0601,130,M221D,1,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010529,999999,37991,1,14,37115,06010105,0601,130,M221D,1,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010530,999999,37991,1,14,37115,06010105,0601,130,M221D,1,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010531,999999,37991,1,14,37115,06010105,0601,130,M221D,1,0,2,0,0,170,0.00,0,,,,,0,0,NONE,,0
37991010532,999999,37991,1,14,37115,06010105,0601,130,M221D,1,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010533,999999,37991,1,32,37021,06010105,0601,130,M221D,1,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010534,999999,37991,1,32,37021,06010105,0601,130,M221D,1,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010535,999999,37991,1,32,37021,06010105,0601,130,M221D,1,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010536,999999,37991,1,32,37021,06010105,0601,130,M221D,1,0,2,0,0,200,0.00,0,,,,,0,0,NONE,,0
37991010537,999999,37991,1,8,37173,06010106,0601,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010538,999999,37991,1,11,37087,06010106,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010539,999999,37991,1,11,37087,06010106,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010540,999999,37991,1,12,37087,06010106,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010541,999999,37991,1,12,37087,06010106,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010542,999999,37991,1,12,37087,06010106,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010543,999999,37991,1,12,37087,06010106,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010544,999999,37991,1,12,37087,06010106,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010545,999999,37991,1,12,37087,06010106,0601,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010546,999999,37991,1,12,37087,06010106,0601,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010547,999999,37991,1,12,37087,06010106,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010548,999999,37991,1,12,37087,06010106,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010549,999999,37991,1,12,37087,06010106,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010550,999999,37991,1,12,37087,06010106,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010551,999999,37991,1,12,37087,06010106,0601,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010552,999999,37991,1,12,37087,06010106,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010553,999999,37991,1,12,37087,06010106,0601,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010554,999999,37991,1,12,37087,06010106,0601,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010555,999999,37991,1,20,37087,06010106,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010556,999999,37991,1,21,37087,06010106,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010557,999999,37991,1,21,37087,06010106,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010558,999999,37991,1,21,37087,06010106,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010559,999999,37991,1,21,37087,06010106,0601,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010560,999999,37991,1,21,37087,06010106,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010561,999999,37991,1,21,37087,06010106,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010562,999999,37991,1,21,37087,06010106,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010563,999999,37991,1,21,37087,06010106,0601,130,M221D,,0,2,0,0,210,0.00,0,,,,,0,0,NONE,,0
37991010564,999999,37991,1,21,37087,06010106,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010565,999999,37991,1,21,37087,06010106,0601,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010566,999999,37991,1,21,37087,06010106,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010567,999999,37991,1,21,37087,06010106,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010568,999999,37991,1,21,37087,06010106,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010569,999999,37991,1,21,37087,06010106,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010570,999999,37991,1,21,37087,06010106,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010571,999999,37991,1,21,37087,06010106,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010572,999999,37991,1,21,37087,06010106,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010573,999999,37991,1,21,37087,06010106,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010574,999999,37991,1,21,37087,06010106,0601,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010575,999999,37991,1,21,37087,06010106,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010576,999999,37991,1,22,37087,06010106,0601,130,M221D,,0,0,0,0,210,0.00,0,,,,,0,0,NONE,,0
37991010577,999999,37991,1,22,37087,06010106,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010578,999999,37991,1,22,37087,06010106,0601,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010579,999999,37991,1,16,37087,06010106,0601,130,M221D,1,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010580,999999,37991,1,16,37087,06010106,0601,130,M221D,1,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010581,999999,37991,1,17,37087,06010106,0601,130,M221D,1,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010582,251209,37991,1,5,37121,06010108,0601,130,M221D,,2,2,56,0,170,0.20,0,NC0243,BULADEAN,L,NON,50,95,NONE,0,3
37991010583,999999,37991,1,16,37011,06010108,0601,130,M221D,,0,2,0,0,190,0.00,0,,,,,0,0,NONE,,0
37991010584,249308,37991,1,20,37011,06010108,0601,130,M221D,,2,2,56,0,190,0.28,0,NC0022,PORTERS,L,NON,26,50,NONE,0,3
37991010585,250645,37991,1,20,37011,06010108,0601,130,M221D,,2,2,56,0,190,0.24,0,NC0091,WATAUGA,L,NON,25,50,NONE,0,3
37991010586,999999,37991,1,21,37121,06010108,0601,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010587,999999,37991,1,22,37121,06010108,0601,130,M221D,,0,2,0,0,170,0.00,0,,,,,0,0,NONE,,0
37991010588,999999,37991,1,22,37121,06010108,0601,130,M221D,,0,2,0,0,170,0.00,0,,,,,0,0,NONE,,0
37991010589,999999,37991,1,22,37121,06010108,0601,130,M221D,,0,0,0,0,170,0.00,0,,,,,0,0,NONE,,0
37991010590,999999,37991,1,22,37121,06010108,0601,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010591,999999,37991,1,22,37121,06010108,0601,130,M221D,,0,2,0,0,170,0.00,0,,,,,0,0,NONE,,0
37991010592,999999,37991,1,22,37121,06010108,0601,130,M221D,,0,2,0,0,170,0.00,0,,,,,0,0,NONE,,0
37991010593,999999,37991,1,14,37199,06010108,0601,130,M221D,1,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010594,999999,37991,1,14,37199,06010108,0601,130,M221D,1,0,2,0,0,150,0.00,0,,,,,0,0,NONE,,0
37991010595,999999,37991,1,14,37199,06010108,0601,130,M221D,1,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010596,999999,37991,1,14,37199,06010108,0601,130,M221D,1,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010597,999999,37991,1,14,37199,06010108,0601,130,M221D,1,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010598,999999,37991,1,14,37199,06010108,0601,130,M221D,1,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010599,999999,37991,1,14,37199,06010108,0601,130,M221D,1,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010600,999999,37991,1,14,37199,06010108,0601,130,M221D,1,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010601,999999,37991,1,14,37199,06010108,0601,130,M221D,1,0,0,0,0,180,0.00,0,,,,,0,0,NONE,,0
37991010602,999999,37991,1,14,37199,06010108,0601,130,M221D,1,0,2,0,0,150,0.00,0,,,,,0,0,NONE,,0
37991010603,999999,37991,1,14,37199,06010108,0601,130,M221D,1,0,2,0,0,150,0.00,0,,,,,0,0,NONE,,0
37991010604,999999,37991,1,14,37199,06010108,0601,130,M221D,1,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010605,999999,37991,1,14,37199,06010108,0601,130,M221D,1,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010606,999999,37991,1,7,37173,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010607,999999,37991,1,7,37173,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010608,999999,37991,1,7,37173,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010609,999999,37991,1,7,37173,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010610,999999,37991,1,7,37173,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010611,999999,37991,1,8,37173,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010612,999999,37991,1,8,37173,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010613,999999,37991,1,8,37173,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010614,999999,37991,1,8,37173,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010615,999999,37991,1,8,37173,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010616,999999,37991,1,8,37173,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010617,999999,37991,1,8,37173,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010618,999999,37991,1,8,37173,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010619,999999,37991,1,8,37173,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010620,999999,37991,1,8,37173,06010202,0601,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010621,999999,37991,1,8,37173,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010622,999999,37991,1,8,37173,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010623,999999,37991,1,8,37173,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010624,999999,37991,1,8,37173,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010625,999999,37991,1,8,37173,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010626,999999,37991,1,8,37173,06010202,0601,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010627,999999,37991,1,8,37173,06010202,0601,130,M221D,,0,0,0,0,230,0.00,0,,,,,0,0,NONE,,0
37991010628,999999,37991,1,8,37173,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010629,999999,37991,1,8,37173,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010630,999999,37991,1,8,37173,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010631,999999,37991,1,8,37173,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010632,999999,37991,1,8,37173,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010633,999999,37991,1,8,37173,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010634,999999,37991,1,8,37173,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010635,999999,37991,1,9,37075,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010636,999999,37991,1,9,37075,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010637,999999,37991,1,9,37075,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010638,999999,37991,1,9,37075,06010202,0601,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010639,999999,37991,1,9,37075,06010202,0601,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010640,999999,37991,1,9,37075,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010641,999999,37991,1,9,37075,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010642,999999,37991,1,9,37075,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010643,999999,37991,1,9,37075,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010644,999999,37991,1,9,37075,06010202,0601,130,M221D,,0,2,0,0,240,0.00,0,,,,,0,0,NONE,,0
37991010645,999999,37991,1,9,37075,06010202,0601,130,M221D,,0,2,0,0,240,0.00,0,,,,,0,0,NONE,,0
37991010646,999999,37991,1,9,37075,06010202,0601,130,M221D,,0,0,0,0,240,0.00,0,,,,,0,0,NONE,,0
37991010647,999999,37991,1,9,37075,06010202,0601,130,M221D,,0,2,0,0,240,0.00,0,,,,,0,0,NONE,,0
37991010648,999999,37991,1,9,37075,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010649,999999,37991,1,9,37075,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010650,999999,37991,1,9,37075,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010651,999999,37991,1,9,37075,06010202,0601,130,M221D,,0,2,0,0,240,0.00,0,,,,,0,0,NONE,,0
37991010652,999999,37991,1,10,37075,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010653,999999,37991,1,12,37043,06010202,0601,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010654,999999,37991,1,12,37043,06010202,0601,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010655,999999,37991,1,12,37043,06010202,0601,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010656,999999,37991,1,12,37043,06010202,0601,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010657,999999,37991,1,12,37043,06010202,0601,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010658,999999,37991,1,13,37043,06010202,0601,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010659,999999,37991,1,19,37113,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010660,999999,37991,1,19,37113,06010202,0601,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010661,999999,37991,1,19,37113,06010202,0601,130,M221D,,0,2,0,0,290,0.00,0,,,,,0,0,NONE,,0
37991010662,999999,37991,1,19,37113,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010663,999999,37991,1,19,37113,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010664,999999,37991,1,19,37113,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010665,999999,37991,1,19,37113,06010202,0601,130,M221D,,0,0,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010666,999999,37991,1,19,37113,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010667,999999,37991,1,19,37113,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010668,999999,37991,1,19,37113,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010669,999999,37991,1,19,37113,06010202,0601,130,M221D,,0,2,0,0,290,0.00,0,,,,,0,0,NONE,,0
37991010670,999999,37991,1,19,37113,06010202,0601,130,M221D,,0,0,0,0,290,0.00,0,,,,,0,0,NONE,,0
37991010671,999999,37991,1,19,37113,06010202,0601,130,M221D,,0,2,0,0,290,0.00,0,,,,,0,0,NONE,,0
37991010672,999999,37991,1,19,37113,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010673,999999,37991,1,19,37113,06010202,0601,130,M221D,,0,0,0,0,290,0.00,0,,,,,0,0,NONE,,0
37991010674,999999,37991,1,19,37113,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
37991010675,999999,37991,1,19,37113,06010202,0601,130,M221D,,0,2,0,0,290,0.00,0,,,,,0,0,NONE,,0
37991010676,999999,37991,1,19,37113,06010202,0601,130,M221D,,0,2,0,0,0,0.00,0,,,,,0,0,NONE,,0
