ST,STATE,STCNTY,COUNTY,FIPS,SVI
37,NORTH CAROLINA,37081,Guilford,37081015902,0.0398
37,NORTH CAROLINA,37081,Guilford,37081016003,0.1439
37,NORTH CAROLINA,37081,Guilford,37081016005,0.2314
37,NORTH CAROLINA,37081,Guilford,37081016006,0.4535
37,NORTH CAROLINA,37081,Guilford,37081016007,0.2642
37,NORTH CAROLINA,37081,Guilford,37081016008,0.1407
37,NORTH CAROLINA,37081,Guilford,37081016009,0.0065
37,NORTH CAROLINA,37081,Guilford,37081016010,0.2966
37,NORTH CAROLINA,37081,Guilford,37081016011,0.3262
37,NORTH CAROLINA,37081,Guilford,37081016101,0.5095
37,NORTH CAROLINA,37081,Guilford,37081016102,0.6603
37,NORTH CAROLINA,37081,Guilford,37081016103,0.2328
37,NORTH CAROLINA,37081,Guilford,37081016201,0.2675
37,NORTH CAROLINA,37081,Guilford,37081016203,0.3563
37,NORTH CAROLINA,37081,Guilford,37081016204,0.106
37,NORTH CAROLINA,37081,Guilford,37081016205,0.466
37,NORTH CAROLINA,37081,Guilford,37081016303,0.2425
37,NORTH CAROLINA,37081,Guilford,37081016304,0.0551
37,NORTH CAROLINA,37081,Guilford,37081016305,0.1097
37,NORTH CAROLINA,37081,Guilford,37081016306,0.174
37,NORTH CAROLINA,37081,Guilford,37081016405,0.47200000000000003
37,NORTH CAROLINA,37081,Guilford,37081016406,0.2823
37,NORTH CAROLINA,37081,Guilford,37081016407,0.1948
37,NORTH CAROLINA,37081,Guilford,37081016408,0.0625
37,NORTH CAROLINA,37081,Guilford,37081016409,0.0838
37,NORTH CAROLINA,37081,Guilford,37081016410,0.6839
37,NORTH CAROLINA,37081,Guilford,37081016502,0.168
37,NORTH CAROLINA,37081,Guilford,37081016503,0.2837
37,NORTH CAROLINA,37081,Guilford,37081016505,0.2332
37,NORTH CAROLINA,37081,Guilford,37081016506,0.2045
37,NORTH CAROLINA,37081,Guilford,37081016600,0.5178
37,NORTH CAROLINA,37081,Guilford,37081016701,0.7307
37,NORTH CAROLINA,37081,Guilford,37081016702,0.3443
37,NORTH CAROLINA,37081,Guilford,37081016800,0.696
37,NORTH CAROLINA,37081,Guilford,37081016900,0.2249
37,NORTH CAROLINA,37081,Guilford,37081017000,0.1148
37,NORTH CAROLINA,37081,Guilford,37081017100,0.1286
37,NORTH CAROLINA,37081,Guilford,37081017200,0.1601
37,NORTH CAROLINA,37081,Guilford,37081980100,-999.0
37,NORTH CAROLINA,37083,Halifax,37083930100,0.9454
37,NORTH CAROLINA,37083,Halifax,37083930200,0.5548
37,NORTH CAROLINA,37083,Halifax,37083930300,0.8431
37,NORTH CAROLINA,37083,Halifax,37083930400,0.9685
37,NORTH CAROLINA,37083,Halifax,37083930501,0.8353
37,NORTH CAROLINA,37083,Halifax,37083930502,0.8283
37,NORTH CAROLINA,37083,Halifax,37083930600,0.6579999999999999
37,NORTH CAROLINA,37083,Halifax,37083930700,0.5007
37,NORTH CAROLINA,37083,Halifax,37083930800,0.8154
37,NORTH CAROLINA,37083,Halifax,37083930900,0.9255
37,NORTH CAROLINA,37083,Halifax,37083931000,0.7261
37,NORTH CAROLINA,37083,Halifax,37083931100,0.7339
37,NORTH CAROLINA,37085,Harnett,37085070100,0.8343
37,NORTH CAROLINA,37085,Harnett,37085070200,0.9297
37,NORTH CAROLINA,37085,Harnett,37085070300,0.8228
37,NORTH CAROLINA,37085,Harnett,37085070401,0.7103
37,NORTH CAROLINA,37085,Harnett,37085070402,0.7228
37,NORTH CAROLINA,37085,Harnett,37085070500,0.752
37,NORTH CAROLINA,37085,Harnett,37085070600,0.3475
37,NORTH CAROLINA,37085,Harnett,37085070700,0.8885
37,NORTH CAROLINA,37085,Harnett,37085070801,0.6386
37,NORTH CAROLINA,37085,Harnett,37085070802,0.4475
37,NORTH CAROLINA,37085,Harnett,37085070901,0.5784
37,NORTH CAROLINA,37085,Harnett,37085070902,0.7501
37,NORTH CAROLINA,37085,Harnett,37085070903,0.6913
37,NORTH CAROLINA,37085,Harnett,37085070904,0.7122
37,NORTH CAROLINA,37085,Harnett,37085071001,0.2619
37,NORTH CAROLINA,37085,Harnett,37085071002,0.14300000000000002
37,NORTH CAROLINA,37085,Harnett,37085071101,0.8009999999999999
37,NORTH CAROLINA,37085,Harnett,37085071102,0.6242
37,NORTH CAROLINA,37085,Harnett,37085071201,0.7117
37,NORTH CAROLINA,37085,Harnett,37085071202,0.6409
37,NORTH CAROLINA,37085,Harnett,37085071203,0.5979
37,NORTH CAROLINA,37085,Harnett,37085071204,0.3415
37,NORTH CAROLINA,37085,Harnett,37085071301,0.6173
37,NORTH CAROLINA,37085,Harnett,37085071302,0.534
37,NORTH CAROLINA,37085,Harnett,37085071303,0.2466
37,NORTH CAROLINA,37085,Harnett,37085071401,0.69
37,NORTH CAROLINA,37085,Harnett,37085071402,0.546
37,NORTH CAROLINA,37087,Haywood,37087920101,0.1837
37,NORTH CAROLINA,37087,Haywood,37087920102,0.2818
37,NORTH CAROLINA,37087,Haywood,37087920200,0.5419
37,NORTH CAROLINA,37087,Haywood,37087920300,0.4438
37,NORTH CAROLINA,37087,Haywood,37087920400,0.3147
37,NORTH CAROLINA,37087,Haywood,37087920500,0.5632
37,NORTH CAROLINA,37087,Haywood,37087920600,0.2031
37,NORTH CAROLINA,37087,Haywood,37087920700,0.1782
37,NORTH CAROLINA,37087,Haywood,37087920800,0.0944
37,NORTH CAROLINA,37087,Haywood,37087920900,0.8505
37,NORTH CAROLINA,37087,Haywood,37087921000,0.6043
37,NORTH CAROLINA,37087,Haywood,37087921100,0.3688
37,NORTH CAROLINA,37087,Haywood,37087921200,0.5391
37,NORTH CAROLINA,37087,Haywood,37087921301,0.1962
37,NORTH CAROLINA,37087,Haywood,37087921302,0.5308
37,NORTH CAROLINA,37087,Haywood,37087980100,-999.0
37,NORTH CAROLINA,37089,Henderson,37089930100,0.2143
37,NORTH CAROLINA,37089,Henderson,37089930200,0.6553
37,NORTH CAROLINA,37089,Henderson,37089930300,0.5141
37,NORTH CAROLINA,37089,Henderson,37089930401,0.5234
37,NORTH CAROLINA,37089,Henderson,37089930402,0.6775
37,NORTH CAROLINA,37089,Henderson,37089930501,0.6539
37,NORTH CAROLINA,37089,Henderson,37089930502,0.1513
37,NORTH CAROLINA,37089,Henderson,37089930600,0.2161
37,NORTH CAROLINA,37089,Henderson,37089930701,0.1351
37,NORTH CAROLINA,37089,Henderson,37089930702,0.2138
37,NORTH CAROLINA,37089,Henderson,37089930703,0.1587
37,NORTH CAROLINA,37089,Henderson,37089930800,0.3313
37,NORTH CAROLINA,37089,Henderson,37089930900,0.3526
37,NORTH CAROLINA,37089,Henderson,37089931000,0.7825
37,NORTH CAROLINA,37089,Henderson,37089931100,0.5229
37,NORTH CAROLINA,37089,Henderson,37089931200,0.7316
37,NORTH CAROLINA,37089,Henderson,37089931300,0.4715
37,NORTH CAROLINA,37089,Henderson,37089931400,0.7862
37,NORTH CAROLINA,37089,Henderson,37089931500,0.0879
37,NORTH CAROLINA,37089,Henderson,37089931600,0.3827
37,NORTH CAROLINA,37089,Henderson,37089931700,0.0847
37,NORTH CAROLINA,37089,Henderson,37089931801,0.05
37,NORTH CAROLINA,37089,Henderson,37089931802,0.2786
37,NORTH CAROLINA,37089,Henderson,37089931901,0.267
37,NORTH CAROLINA,37089,Henderson,37089931902,0.0518
37,NORTH CAROLINA,37089,Henderson,37089932000,0.2388
37,NORTH CAROLINA,37089,Henderson,37089980100,-999.0
37,NORTH CAROLINA,37091,Hertford,37091950100,0.9459
37,NORTH CAROLINA,37091,Hertford,37091950200,0.9005
37,NORTH CAROLINA,37091,Hertford,37091950300,0.5285
37,NORTH CAROLINA,37091,Hertford,37091950401,0.8163
37,NORTH CAROLINA,37091,Hertford,37091950402,0.9445
37,NORTH CAROLINA,37093,Hoke,37093970101,0.7358
37,NORTH CAROLINA,37093,Hoke,37093970102,0.602
37,NORTH CAROLINA,37093,Hoke,37093970103,0.4364
37,NORTH CAROLINA,37093,Hoke,37093970201,0.6497
37,NORTH CAROLINA,37093,Hoke,37093970202,0.8047
37,NORTH CAROLINA,37093,Hoke,37093970300,0.95
37,NORTH CAROLINA,37093,Hoke,37093970401,0.9482
37,NORTH CAROLINA,37093,Hoke,37093970402,0.9588
37,NORTH CAROLINA,37093,Hoke,37093980100,-999.0
37,NORTH CAROLINA,37095,Hyde,37095920100,0.813
37,NORTH CAROLINA,37095,Hyde,37095990100,-999.0
37,NORTH CAROLINA,37097,Iredell,37097060100,0.6927
37,NORTH CAROLINA,37097,Iredell,37097060200,0.8681
37,NORTH CAROLINA,37097,Iredell,37097060300,0.9917
37,NORTH CAROLINA,37097,Iredell,37097060400,0.8764
37,NORTH CAROLINA,37097,Iredell,37097060500,0.746
37,NORTH CAROLINA,37097,Iredell,37097060601,0.8205
37,NORTH CAROLINA,37097,Iredell,37097060602,0.0764
37,NORTH CAROLINA,37097,Iredell,37097060603,0.8759999999999999
37,NORTH CAROLINA,37097,Iredell,37097060701,0.5183
37,NORTH CAROLINA,37097,Iredell,37097060702,0.4734
37,NORTH CAROLINA,37097,Iredell,37097060703,0.3651
37,NORTH CAROLINA,37097,Iredell,37097060801,0.5553
37,NORTH CAROLINA,37097,Iredell,37097060802,0.4692
37,NORTH CAROLINA,37097,Iredell,37097060901,0.4239
37,NORTH CAROLINA,37097,Iredell,37097060902,0.3082
37,NORTH CAROLINA,37097,Iredell,37097061001,0.4817
37,NORTH CAROLINA,37097,Iredell,37097061002,0.5858
37,NORTH CAROLINA,37097,Iredell,37097061003,0.7367
37,NORTH CAROLINA,37097,Iredell,37097061101,0.2309
37,NORTH CAROLINA,37097,Iredell,37097061102,0.5988
37,NORTH CAROLINA,37097,Iredell,37097061103,0.5354
37,NORTH CAROLINA,37097,Iredell,37097061104,0.23600000000000002
37,NORTH CAROLINA,37097,Iredell,37097061201,0.19899999999999998
37,NORTH CAROLINA,37097,Iredell,37097061202,0.2975
37,NORTH CAROLINA,37097,Iredell,37097061203,0.3572
37,NORTH CAROLINA,37097,Iredell,37097061204,0.0014
37,NORTH CAROLINA,37097,Iredell,37097061205,0.1078
37,NORTH CAROLINA,37097,Iredell,37097061301,0.782
37,NORTH CAROLINA,37097,Iredell,37097061302,0.3929
37,NORTH CAROLINA,37097,Iredell,37097061303,0.1689
37,NORTH CAROLINA,37097,Iredell,37097061304,0.4081
37,NORTH CAROLINA,37097,Iredell,37097061401,0.0416
37,NORTH CAROLINA,37097,Iredell,37097061402,0.2605
37,NORTH CAROLINA,37097,Iredell,37097061403,0.1138
37,NORTH CAROLINA,37097,Iredell,37097061404,0.0481
37,NORTH CAROLINA,37097,Iredell,37097061405,0.0157
37,NORTH CAROLINA,37097,Iredell,37097061406,0.0379
37,NORTH CAROLINA,37097,Iredell,37097061407,0.1809
37,NORTH CAROLINA,37097,Iredell,37097061408,0.0569
37,NORTH CAROLINA,37097,Iredell,37097061501,0.4813
37,NORTH CAROLINA,37097,Iredell,37097061502,0.2545
37,NORTH CAROLINA,37097,Iredell,37097061503,0.2092
37,NORTH CAROLINA,37097,Iredell,37097061601,0.7936
37,NORTH CAROLINA,37097,Iredell,37097061602,0.4327
37,NORTH CAROLINA,37099,Jackson,37099940200,0.8061
37,NORTH CAROLINA,37099,Jackson,37099950200,0.2476
37,NORTH CAROLINA,37099,Jackson,37099950300,0.3517
37,NORTH CAROLINA,37099,Jackson,37099950400,0.3364
37,NORTH CAROLINA,37099,Jackson,37099950500,0.3165
37,NORTH CAROLINA,37099,Jackson,37099950600,0.5673
37,NORTH CAROLINA,37099,Jackson,37099950700,0.5761
37,NORTH CAROLINA,37099,Jackson,37099950800,0.516
37,NORTH CAROLINA,37099,Jackson,37099950900,0.2392
37,NORTH CAROLINA,37101,Johnston,37101040100,0.7274
37,NORTH CAROLINA,37101,Johnston,37101040201,0.7395
37,NORTH CAROLINA,37101,Johnston,37101040202,0.6113
37,NORTH CAROLINA,37101,Johnston,37101040203,0.1643
37,NORTH CAROLINA,37101,Johnston,37101040301,0.9621
37,NORTH CAROLINA,37101,Johnston,37101040302,0.8635
37,NORTH CAROLINA,37101,Johnston,37101040400,0.5599
37,NORTH CAROLINA,37101,Johnston,37101040500,0.7783
37,NORTH CAROLINA,37101,Johnston,37101040600,0.9098
37,NORTH CAROLINA,37101,Johnston,37101040700,0.8834
37,NORTH CAROLINA,37101,Johnston,37101040800,0.6705
37,NORTH CAROLINA,37101,Johnston,37101040901,0.4947
37,NORTH CAROLINA,37101,Johnston,37101040902,0.5081
37,NORTH CAROLINA,37101,Johnston,37101041001,0.7237
37,NORTH CAROLINA,37101,Johnston,37101041002,0.4711
37,NORTH CAROLINA,37101,Johnston,37101041101,0.2226
37,NORTH CAROLINA,37101,Johnston,37101041102,0.2471
37,NORTH CAROLINA,37101,Johnston,37101041103,0.1249
37,NORTH CAROLINA,37101,Johnston,37101041201,0.7145
37,NORTH CAROLINA,37101,Johnston,37101041202,0.8598
37,NORTH CAROLINA,37101,Johnston,37101041300,0.8029
37,NORTH CAROLINA,37101,Johnston,37101041400,0.7473
37,NORTH CAROLINA,37101,Johnston,37101041501,0.3882
37,NORTH CAROLINA,37101,Johnston,37101041502,0.1717
37,NORTH CAROLINA,37101,Johnston,37101041503,0.5724
37,NORTH CAROLINA,37103,Jones,37103920100,0.7982
37,NORTH CAROLINA,37103,Jones,37103920200,0.8024
37,NORTH CAROLINA,37103,Jones,37103920300,0.8496
37,NORTH CAROLINA,37105,Lee,37105030101,0.8292
37,NORTH CAROLINA,37105,Lee,37105030102,0.1944
37,NORTH CAROLINA,37105,Lee,37105030200,0.987
37,NORTH CAROLINA,37105,Lee,37105030300,0.9838
37,NORTH CAROLINA,37105,Lee,37105030401,0.8404
37,NORTH CAROLINA,37105,Lee,37105030402,0.8704
37,NORTH CAROLINA,37105,Lee,37105030501,0.3989
37,NORTH CAROLINA,37105,Lee,37105030502,0.7793
37,NORTH CAROLINA,37105,Lee,37105030503,0.764
37,NORTH CAROLINA,37105,Lee,37105030601,0.099
37,NORTH CAROLINA,37105,Lee,37105030602,0.4183
37,NORTH CAROLINA,37105,Lee,37105030701,0.5261
37,NORTH CAROLINA,37105,Lee,37105030702,0.4516
37,NORTH CAROLINA,37107,Lenoir,37107010100,0.8801
37,NORTH CAROLINA,37107,Lenoir,37107010200,0.9084
37,NORTH CAROLINA,37107,Lenoir,37107010300,0.8626
37,NORTH CAROLINA,37107,Lenoir,37107010400,0.7543
37,NORTH CAROLINA,37107,Lenoir,37107010500,0.9986
37,NORTH CAROLINA,37107,Lenoir,37107010600,0.5937
37,NORTH CAROLINA,37107,Lenoir,37107010700,0.9065
37,NORTH CAROLINA,37107,Lenoir,37107010800,0.7635
37,NORTH CAROLINA,37107,Lenoir,37107010900,0.9334
37,NORTH CAROLINA,37107,Lenoir,37107011001,0.6955
37,NORTH CAROLINA,37107,Lenoir,37107011002,0.6131
37,NORTH CAROLINA,37107,Lenoir,37107011100,0.8954
37,NORTH CAROLINA,37107,Lenoir,37107011200,0.807
37,NORTH CAROLINA,37107,Lenoir,37107011300,0.9209
37,NORTH CAROLINA,37107,Lenoir,37107011400,0.5099
37,NORTH CAROLINA,37109,Lincoln,37109070100,0.8649
37,NORTH CAROLINA,37109,Lincoln,37109070201,0.8552
37,NORTH CAROLINA,37109,Lincoln,37109070202,0.3901
37,NORTH CAROLINA,37109,Lincoln,37109070300,0.7783
37,NORTH CAROLINA,37109,Lincoln,37109070400,0.5919
37,NORTH CAROLINA,37109,Lincoln,37109070500,0.3475
37,NORTH CAROLINA,37109,Lincoln,37109070600,0.4442
37,NORTH CAROLINA,37109,Lincoln,37109070700,0.311
37,NORTH CAROLINA,37109,Lincoln,37109070800,0.6067
37,NORTH CAROLINA,37109,Lincoln,37109070901,0.3244
37,NORTH CAROLINA,37109,Lincoln,37109070902,0.1754
37,NORTH CAROLINA,37109,Lincoln,37109071001,0.5303
37,NORTH CAROLINA,37109,Lincoln,37109071002,0.5511
37,NORTH CAROLINA,37109,Lincoln,37109071101,0.2804
37,NORTH CAROLINA,37109,Lincoln,37109071102,0.0699
37,NORTH CAROLINA,37109,Lincoln,37109071201,0.0657
37,NORTH CAROLINA,37109,Lincoln,37109071202,0.0532
37,NORTH CAROLINA,37109,Lincoln,37109071203,0.0305
37,NORTH CAROLINA,37111,McDowell,37111970100,0.4359
37,NORTH CAROLINA,37111,McDowell,37111970200,0.6446
37,NORTH CAROLINA,37111,McDowell,37111970300,0.8996
37,NORTH CAROLINA,37111,McDowell,37111970400,0.8015
37,NORTH CAROLINA,37111,McDowell,37111970500,0.8209
37,NORTH CAROLINA,37111,McDowell,37111970600,0.3091
37,NORTH CAROLINA,37111,McDowell,37111970700,0.6196
37,NORTH CAROLINA,37111,McDowell,37111970800,0.5049
37,NORTH CAROLINA,37111,McDowell,37111970901,0.6816
37,NORTH CAROLINA,37111,McDowell,37111970902,0.5872
37,NORTH CAROLINA,37113,Macon,37113970100,0.2101
37,NORTH CAROLINA,37113,Macon,37113970200,0.5211
37,NORTH CAROLINA,37113,Macon,37113970301,0.8223
37,NORTH CAROLINA,37113,Macon,37113970302,0.5886
37,NORTH CAROLINA,37113,Macon,37113970400,0.3813
37,NORTH CAROLINA,37113,Macon,37113970501,0.18
37,NORTH CAROLINA,37113,Macon,37113970502,0.2281
37,NORTH CAROLINA,37113,Macon,37113970600,0.4632
37,NORTH CAROLINA,37113,Macon,37113970700,0.3896
37,NORTH CAROLINA,37115,Madison,37115010100,0.5349
37,NORTH CAROLINA,37115,Madison,37115010200,0.6978
37,NORTH CAROLINA,37115,Madison,37115010400,0.5437
37,NORTH CAROLINA,37115,Madison,37115010500,0.4317
37,NORTH CAROLINA,37115,Madison,37115010600,0.3309
37,NORTH CAROLINA,37115,Madison,37115010700,0.5909
37,NORTH CAROLINA,37117,Martin,37117970100,0.6256
37,NORTH CAROLINA,37117,Martin,37117970200,0.7043
37,NORTH CAROLINA,37117,Martin,37117970300,0.7677
37,NORTH CAROLINA,37117,Martin,37117970400,0.6886
37,NORTH CAROLINA,37117,Martin,37117970500,0.485
37,NORTH CAROLINA,37117,Martin,37117970600,0.7867
37,NORTH CAROLINA,37119,Mecklenburg,37119000100,0.1037
37,NORTH CAROLINA,37119,Mecklenburg,37119000300,0.2652
37,NORTH CAROLINA,37119,Mecklenburg,37119000400,0.0777
37,NORTH CAROLINA,37119,Mecklenburg,37119000500,0.3225
37,NORTH CAROLINA,37119,Mecklenburg,37119000600,0.4322
37,NORTH CAROLINA,37119,Mecklenburg,37119000700,0.2411
37,NORTH CAROLINA,37119,Mecklenburg,37119000800,0.9528
37,NORTH CAROLINA,37119,Mecklenburg,37119000900,0.6372
37,NORTH CAROLINA,37119,Mecklenburg,37119001000,0.0056
37,NORTH CAROLINA,37119,Mecklenburg,37119001100,0.0412
37,NORTH CAROLINA,37119,Mecklenburg,37119001200,0.5905
37,NORTH CAROLINA,37119,Mecklenburg,37119001300,0.6178
37,NORTH CAROLINA,37119,Mecklenburg,37119001400,0.2554
37,NORTH CAROLINA,37119,Mecklenburg,37119001504,0.9565
37,NORTH CAROLINA,37119,Mecklenburg,37119001505,0.6455
37,NORTH CAROLINA,37119,Mecklenburg,37119001507,0.9496
37,NORTH CAROLINA,37119,Mecklenburg,37119001508,0.7404
37,NORTH CAROLINA,37119,Mecklenburg,37119001509,0.7302
37,NORTH CAROLINA,37119,Mecklenburg,37119001510,0.8274
37,NORTH CAROLINA,37119,Mecklenburg,37119001603,0.7987
37,NORTH CAROLINA,37119,Mecklenburg,37119001605,0.7714
37,NORTH CAROLINA,37119,Mecklenburg,37119001606,0.8195
37,NORTH CAROLINA,37119,Mecklenburg,37119001607,0.9681
37,NORTH CAROLINA,37119,Mecklenburg,37119001608,0.9241
37,NORTH CAROLINA,37119,Mecklenburg,37119001609,0.8408
37,NORTH CAROLINA,37119,Mecklenburg,37119001701,0.8778
37,NORTH CAROLINA,37119,Mecklenburg,37119001702,0.8565
37,NORTH CAROLINA,37119,Mecklenburg,37119001801,0.4257
37,NORTH CAROLINA,37119,Mecklenburg,37119001802,0.2665
37,NORTH CAROLINA,37119,Mecklenburg,37119001910,0.863
37,NORTH CAROLINA,37119,Mecklenburg,37119001911,0.6219
37,NORTH CAROLINA,37119,Mecklenburg,37119001912,0.9139
37,NORTH CAROLINA,37119,Mecklenburg,37119001914,0.6714
37,NORTH CAROLINA,37119,Mecklenburg,37119001915,0.7325
37,NORTH CAROLINA,37119,Mecklenburg,37119001916,0.664
37,NORTH CAROLINA,37119,Mecklenburg,37119001917,0.6793
37,NORTH CAROLINA,37119,Mecklenburg,37119001918,0.7941
37,NORTH CAROLINA,37119,Mecklenburg,37119001919,0.8663
37,NORTH CAROLINA,37119,Mecklenburg,37119001920,0.9028
37,NORTH CAROLINA,37119,Mecklenburg,37119001921,0.652
37,NORTH CAROLINA,37119,Mecklenburg,37119001922,0.5104
37,NORTH CAROLINA,37119,Mecklenburg,37119001923,0.6659
37,NORTH CAROLINA,37119,Mecklenburg,37119002002,0.2578
37,NORTH CAROLINA,37119,Mecklenburg,37119002003,0.4549
37,NORTH CAROLINA,37119,Mecklenburg,37119002004,0.1786
37,NORTH CAROLINA,37119,Mecklenburg,37119002100,0.42200000000000004
37,NORTH CAROLINA,37119,Mecklenburg,37119002200,0.13
37,NORTH CAROLINA,37119,Mecklenburg,37119002300,0.9389
37,NORTH CAROLINA,37119,Mecklenburg,37119002400,0.0713
37,NORTH CAROLINA,37119,Mecklenburg,37119002500,0.0333
37,NORTH CAROLINA,37119,Mecklenburg,37119002600,0.2055
37,NORTH CAROLINA,37119,Mecklenburg,37119002701,0.0634
37,NORTH CAROLINA,37119,Mecklenburg,37119002702,0.075
37,NORTH CAROLINA,37119,Mecklenburg,37119002800,0.0708
37,NORTH CAROLINA,37119,Mecklenburg,37119002903,0.0736
37,NORTH CAROLINA,37119,Mecklenburg,37119002904,0.2286
37,NORTH CAROLINA,37119,Mecklenburg,37119002905,0.0689
37,NORTH CAROLINA,37119,Mecklenburg,37119002906,0.1189
37,NORTH CAROLINA,37119,Mecklenburg,37119003006,0.0592
37,NORTH CAROLINA,37119,Mecklenburg,37119003007,0.0555
37,NORTH CAROLINA,37119,Mecklenburg,37119003008,0.4049
37,NORTH CAROLINA,37119,Mecklenburg,37119003011,0.2244
37,NORTH CAROLINA,37119,Mecklenburg,37119003012,0.4354
37,NORTH CAROLINA,37119,Mecklenburg,37119003013,0.0352
37,NORTH CAROLINA,37119,Mecklenburg,37119003015,0.0259
37,NORTH CAROLINA,37119,Mecklenburg,37119003016,0.2018
37,NORTH CAROLINA,37119,Mecklenburg,37119003017,0.1092
37,NORTH CAROLINA,37119,Mecklenburg,37119003018,0.1708
37,NORTH CAROLINA,37119,Mecklenburg,37119003102,0.6122
37,NORTH CAROLINA,37119,Mecklenburg,37119003103,0.1541
37,NORTH CAROLINA,37119,Mecklenburg,37119003105,0.0097
37,NORTH CAROLINA,37119,Mecklenburg,37119003106,0.4757
37,NORTH CAROLINA,37119,Mecklenburg,37119003108,0.7191
37,NORTH CAROLINA,37119,Mecklenburg,37119003109,0.9218
37,NORTH CAROLINA,37119,Mecklenburg,37119003201,0.3919
37,NORTH CAROLINA,37119,Mecklenburg,37119003203,0.1916
37,NORTH CAROLINA,37119,Mecklenburg,37119003204,0.2628
37,NORTH CAROLINA,37119,Mecklenburg,37119003300,0.0685
37,NORTH CAROLINA,37119,Mecklenburg,37119003400,0.0143
37,NORTH CAROLINA,37119,Mecklenburg,37119003500,0.0213
37,NORTH CAROLINA,37119,Mecklenburg,37119003600,0.8427
37,NORTH CAROLINA,37119,Mecklenburg,37119003700,0.7034
37,NORTH CAROLINA,37119,Mecklenburg,37119003802,0.9745
37,NORTH CAROLINA,37119,Mecklenburg,37119003805,0.2036
37,NORTH CAROLINA,37119,Mecklenburg,37119003806,0.4007
37,NORTH CAROLINA,37119,Mecklenburg,37119003807,0.9625
37,NORTH CAROLINA,37119,Mecklenburg,37119003808,0.8811
37,NORTH CAROLINA,37119,Mecklenburg,37119003902,0.9371
37,NORTH CAROLINA,37119,Mecklenburg,37119003903,0.982
37,NORTH CAROLINA,37119,Mecklenburg,37119004000,0.8848
37,NORTH CAROLINA,37119,Mecklenburg,37119004100,0.2383
37,NORTH CAROLINA,37119,Mecklenburg,37119004200,0.8616
37,NORTH CAROLINA,37119,Mecklenburg,37119004302,0.9533
37,NORTH CAROLINA,37119,Mecklenburg,37119004303,0.7177
37,NORTH CAROLINA,37119,Mecklenburg,37119004304,0.7534
37,NORTH CAROLINA,37119,Mecklenburg,37119004305,0.8686
37,NORTH CAROLINA,37119,Mecklenburg,37119004400,0.6802
37,NORTH CAROLINA,37119,Mecklenburg,37119004500,0.8913
37,NORTH CAROLINA,37119,Mecklenburg,37119004600,0.9121
37,NORTH CAROLINA,37119,Mecklenburg,37119004700,0.8690000000000001
37,NORTH CAROLINA,37119,Mecklenburg,37119004800,0.907
37,NORTH CAROLINA,37119,Mecklenburg,37119004900,0.7205
37,NORTH CAROLINA,37119,Mecklenburg,37119005000,0.8140000000000001
37,NORTH CAROLINA,37119,Mecklenburg,37119005100,0.9398
37,NORTH CAROLINA,37119,Mecklenburg,37119005200,0.9176
37,NORTH CAROLINA,37119,Mecklenburg,37119005301,0.9426
37,NORTH CAROLINA,37119,Mecklenburg,37119005305,0.857
37,NORTH CAROLINA,37119,Mecklenburg,37119005306,0.8417
37,NORTH CAROLINA,37119,Mecklenburg,37119005307,0.9505
37,NORTH CAROLINA,37119,Mecklenburg,37119005308,0.9292
37,NORTH CAROLINA,37119,Mecklenburg,37119005401,0.7464
37,NORTH CAROLINA,37119,Mecklenburg,37119005403,0.8714
37,NORTH CAROLINA,37119,Mecklenburg,37119005404,0.5983
37,NORTH CAROLINA,37119,Mecklenburg,37119005508,0.0268
37,NORTH CAROLINA,37119,Mecklenburg,37119005509,0.0967
37,NORTH CAROLINA,37119,Mecklenburg,37119005510,0.7182
37,NORTH CAROLINA,37119,Mecklenburg,37119005511,0.2911
37,NORTH CAROLINA,37119,Mecklenburg,37119005512,0.3998
37,NORTH CAROLINA,37119,Mecklenburg,37119005513,0.248
37,NORTH CAROLINA,37119,Mecklenburg,37119005514,0.3549
37,NORTH CAROLINA,37119,Mecklenburg,37119005515,0.22399999999999998
37,NORTH CAROLINA,37119,Mecklenburg,37119005516,0.0222
37,NORTH CAROLINA,37119,Mecklenburg,37119005517,0.0541
37,NORTH CAROLINA,37119,Mecklenburg,37119005518,0.1768
37,NORTH CAROLINA,37119,Mecklenburg,37119005519,0.3096
37,NORTH CAROLINA,37119,Mecklenburg,37119005520,0.1615
37,NORTH CAROLINA,37119,Mecklenburg,37119005521,0.2068
37,NORTH CAROLINA,37119,Mecklenburg,37119005522,0.18600000000000003
37,NORTH CAROLINA,37119,Mecklenburg,37119005523,0.4007
37,NORTH CAROLINA,37119,Mecklenburg,37119005524,0.3198
37,NORTH CAROLINA,37119,Mecklenburg,37119005604,0.3938
37,NORTH CAROLINA,37119,Mecklenburg,37119005605,0.3211
37,NORTH CAROLINA,37119,Mecklenburg,37119005609,0.6923
37,NORTH CAROLINA,37119,Mecklenburg,37119005610,0.4762
37,NORTH CAROLINA,37119,Mecklenburg,37119005611,0.3304
37,NORTH CAROLINA,37119,Mecklenburg,37119005612,0.1805
37,NORTH CAROLINA,37119,Mecklenburg,37119005613,0.4017
37,NORTH CAROLINA,37119,Mecklenburg,37119005614,0.1161
37,NORTH CAROLINA,37119,Mecklenburg,37119005615,0.0893
37,NORTH CAROLINA,37119,Mecklenburg,37119005616,0.8487
37,NORTH CAROLINA,37119,Mecklenburg,37119005617,0.2059
